recipe_title,servings,ingredients,cooking_methods,source_url
"Slow-Cooker Lamb, Apricot, and Olive Tagine",4,"1 1/2 lbs lamb shoulder, trimmed and cut into 1-inch pieces | 4 carrots, cut into 1-inch pieces | 1 medium onion, chopped | 1/2 cup dried apricot, halved | 1/2 cup pitted green olives | 2 garlic cloves, chopped | 2 tablespoons all-purpose flour | 1 teaspoon paprika | 1 teaspoon ground cumin | 1/2 teaspoon ground cinnamon | 1/2 teaspoon ground ginger | kosher salt and black pepper | 1 cup couscous | chopped pistachios, fresh cilantro leaves, and lemon wedges, for serving",slow cook,https://www.food.com/recipe/slow-cooker-lamb-apricot-and-olive-tagine-472737
Slow Cooker Moroccan Brisket,6,"1 large red onion, sliced into thin wedges | 2 parsnips, chopped | 2 lbs boneless beef brisket | salt & freshly ground black pepper | 2 teaspoons ground coriander | 2 teaspoons ground cumin | 1/2 teaspoon ground cinnamon | 1/2 teaspoon garlic powder | 1/8 teaspoon nutmeg | 1 cup whole dried apricot | 1 cup dry red wine | 1/2 cup reduced-sodium beef broth | 2 tablespoons honey | 1/4 cup chopped fresh cilantro leaves",slow cook,https://www.food.com/recipe/slow-cooker-moroccan-brisket-307043
Slow-Cooker Moroccan-Spiced Chicken,6,"2 1/2 lbs bone-in skinless chicken thighs | 1 teaspoon ground cumin | 1/2 teaspoon ground coriander | 1/2 teaspoon pumpkin pie spice | 1/2 teaspoon salt | 1/2 teaspoon pepper | 1 1/2 cups chicken broth | 1 (15 ounce) can diced fire-roasted tomatoes, drained | 1 (15 ounce) can white kidney beans or 1 (15 ounce) can cannellini beans, rinsed and drained | 1 large sweet potato, peeled and chopped | 1 medium onion, chopped | 1/2 cup dried apricot, sliced",slow cook,https://www.food.com/recipe/slow-cooker-moroccan-spiced-chicken-503811
Slow Cooker Moroccan-Style Chicken &amp; Potato Stew,6,"1 tablespoon vegetable oil | 2 teaspoons finely chopped garlic | 1 (24 ounce) package chicken drumsticks | 1 (20 ounce) package Simply Potatoes Diced Potatoes with Onion | 1 1/2 cups baby carrots | 2 teaspoons ground cumin | 2 teaspoons ground ginger | 1/2-1 teaspoon ground red pepper | 1/2-1 teaspoon crushed red pepper flakes | 1 (14 ounce) can chicken broth | 1 (14 ounce) can stewed tomatoes, un-drained | 1/2 cup raisins | 1 teaspoon lemon juice","blend, slow cook",https://www.food.com/recipe/slow-cooker-moroccan-style-chicken-potato-stew-473512
Soetkoekies - Sweet Wine and Spice South African Cookies,30,"4 tablespoons butter, softened | 2 -2 1/4 cups all-purpose flour | cooking spray | 1 teaspoon baking soda | 1 teaspoon ground cinnamon | 1/2 teaspoon ground ginger | 1/4 teaspoon ground cloves | 1/4 teaspoon salt | 1 1/4 cups dark brown sugar | 1 egg, lightly beaten | 1/4 cup port wine (or Madeira or a sweet sherry) | 1/2 cup blanched almond, finely chopped | 15 whole blanched almonds, split lengthwise into halves | 1 egg white, combined with 2 teaspoons of water and beaten to a froth","bake, blend, knead",https://www.food.com/recipe/soetkoekies-sweet-wine-and-spice-south-african-cookies-309794
Somali Stew - Maraq (pronounced MAH-ruhk),8,"1 onion, chopped | 1 -2 tablespoon oil | 1 lb stewing beef, cubed | 2 large tomatoes, chopped | 1 cup squash, cubed | 2 -3 okra, sliced | 3 carrots, sliced | 6 ounces tomato paste | 2 cups water, divided (or enough for stew consistency) | 1 large potato, cubed | 1 large green pepper, chopped | 1 tablespoon salt | 1 tablespoon ground cumin | 2 -3 cloves garlic, minced | 1/3-1/2 cup cilantro, finely chopped","saute, simmer, stew",https://www.food.com/recipe/somali-stew-maraq-pronounced-mah-ruhk-52967
Somalian tea,1,"1/2 teaspoon freshly grated nutmeg | 2 crushed cardamom pods | 5 cloves, crushed | 1 inch cinnamon stick, crushed",boil,https://www.food.com/recipe/somalian-tea-50407
Sosaties (South African Kabobs),3,"2 medium onions, finely chopped | 2 garlic cloves, minced | 2 tablespoons cooking oil | 1 tablespoon curry powder | 1 teaspoon sugar | 1/2 teaspoon ground turmeric | 1/3 cup lemon juice | 2 ounces canned green chili peppers, rinsed, seeded and finely chopped | 1 bay leaf | 1/2 cup water | 1 lb boneless lamb (sirloin or filet) or 1 lb boneless beef roast, cut into 1-inch pieces (sirloin or filet) | 1 cup long grain rice | 2 cups cold water | 1/2 teaspoon ground turmeric | 1/8 teaspoon saffron thread, crushed | 1/2 teaspoon salt","boil, broil, grill, simmer",https://www.food.com/recipe/sosaties-south-african-kabobs-455609
South African Bazaar Pancakes,14,"8 ounces flour (250 g) | 1/2 teaspoon salt | 3 eggs | 3/4 pint milk (about 375 ml) | 2 tablespoons melted butter (30 ml) | 2 tablespoons cognac (or brandy or rum) | 1 cup sugar | 1 tablespoon cinnamon, ground",bake,https://www.food.com/recipe/south-african-bazaar-pancakes-429101
South African Beet and Onion Salad,4,"1 lb small fresh beet, all but 1-inch of stems removed | boiling salt water (for cooking) | 1/4 cup red wine vinegar | 1 teaspoon salt | 1/2 teaspoon sugar | 2 small onions, peeled, sliced and separated into rings","boil, marinate, simmer",https://www.food.com/recipe/south-african-beet-and-onion-salad-454996
South African Biltong,10,"2 kg filet of beef | 150 ml red wine vinegar | 50 ml Worcestershire sauce | 2 tablespoons coriander seeds, coarsely ground | 1 tablespoon black pepper, coarsely ground | 50 g fine sea salt | 150 g brown sugar | 1 teaspoon bicarbonate of soda",,https://www.food.com/recipe/south-african-biltong-309886
South African Bobotie,4,"500 g beef, minced | 2 eggs | 2 slices white bread, stale with crusts removed | water | 1 onion, thinly sliced | 2 tablespoons cooking oil | 2 tablespoons hot water | 2 tablespoons sugar | 2 tablespoons lemon juice | 2 teaspoons curry powder | 1/2 teaspoon ground cloves | 1 teaspoon garlic, crushed | 1 teaspoon turmeric | 1/2 teaspoon salt | 1 egg, lightly beaten | 1/2 cup milk",fry,https://www.food.com/recipe/south-african-bobotie-307845
South African Bobotie,6,"1 teaspoon olive oil | 2 onions, sliced | 2 garlic cloves, crushed | 1 lb ground beef | 5 teaspoons curry powder | 1 teaspoon salt | 2 tablespoons chutney | 1 tablespoon apricot jam | 1 tablespoon Worcestershire sauce | 1 teaspoon turmeric | 2 tablespoons vinegar | 4 tablespoons oat bran | 1 (14 ounce) can lentils, drained | 1/2 cup sultanas or 1/2 cup raisins | 2 eggs | 1 cup nonfat milk | 3 bay leaves","bake, fry, simmer",https://www.food.com/recipe/south-african-bobotie-368252
"South African Butternut Rings (Vegan, Gluten Free)",6,"2 large butternut squash, sliced into rings and unpeeled (long thin ones) | 1/3 cup vegetable oil | 1 teaspoon minced garlic | 1 teaspoon salt | 1 teaspoon curry powder | 1 tablespoon brown sugar | 2 teaspoons cinnamon",roast,https://www.food.com/recipe/south-african-butternut-rings-vegan-gluten-free-418473
South African Butternut Soup,2,"1 1/2 kg butternut squash | 2 large brown onions, finely chopped | 3 small garlic cloves, finely chopped or 1 elephant garlic clove | 500 ml chicken stock | 1 teaspoon lemon juice | 250 ml water | 3 small strong green chilies or 1 large jalapeno, no pips, finely chopped | 1 tablespoon melted butter | 250 ml fresh pouring cream","blend, simmer",https://www.food.com/recipe/south-african-butternut-soup-380151
South African Chicken Curry,6,"3 tablespoons olive oil | 2 lbs chicken thighs, cut into bite size pieces | 2 -3 small potatoes, peeled and cubed | 1 large onion, chopped | 1 tablespoon ginger paste | 1 -2 tablespoon chili paste (depending on how hot you like it) | 1 tablespoon garlic, minced | 1 tablespoon good quality curry powder | 2 teaspoons garam masala | 1 (14 1/2 ounce) can diced tomatoes | 1/2 cup chicken stock (you may also use water) | 2 bay leaves | 2 curry leaves | 1 cinnamon stick | 4 ounces plain yogurt","boil, saute, simmer",https://www.food.com/recipe/south-african-chicken-curry-394452
South African Creamy Delight,1,1 fluid ounce vodka | 2 ounces Amarula cream liqueur | 2 ounces irish cream (Bailey's) | 2 ounces Amaretto (Disaronno) | 1 fluid ounce Kahlua,,https://www.food.com/recipe/south-african-creamy-delight-309558
South African Crustless Milk Tart,6,"3/4 cup self-raising flour | 2 cups milk | 2 eggs | 3/4 cup sugar | 1 teaspoon vanilla essence | 1 ounce butter, melted | 1 pinch salt | 1/2 teaspoon cinnamon",bake,https://www.food.com/recipe/south-african-crustless-milk-tart-306000
South African - Curried Carrot Salad,7,"1 kg carrot | 1/2 kg onion | 2 cups white vinegar | 2 cups sugar | 1/2 cup raisins, seedless | 1/2 tablespoon salt | 1/2 teaspoon clove, whole | 1/2 teaspoon peppercorn, black | 1/2 cup water | 1 1/2 tablespoons cornflour | 1 1/2 tablespoons curry powder",boil,https://www.food.com/recipe/south-african-curried-carrot-salad-455993
South African Curried Eggs,2,"2 tablespoons butter | 2 onions, finely chopped | 2 1/2 teaspoons hot curry powder | 2 tablespoons cake flour | 1 teaspoon salt | fresh ground black pepper | 1 tablespoon sugar | 1 tablespoon apple cider vinegar | 1 1/2 cups water | 6 hard-boiled eggs, shelled and halved","saute, simmer",https://www.food.com/recipe/south-african-curried-eggs-309938
South African Curry,1,"1 medium onion, chopped | 2 teaspoons curry powder | 1/2 teaspoon turmeric | 3 ripe tomatoes, chopped | 6 pieces chicken | 1 1/2 teaspoons garlic | 1/2 teaspoon ginger | potato, cubed (personal preference) | 2 teaspoons salt","saute, simmer",https://www.food.com/recipe/south-african-curry-392938
South African Date and Onion Salad,4,"3 tablespoons red wine vinegar | 1/2 teaspoon salt | 1/4 teaspoon sugar | 8 ounces pitted dates, cut into quarters | 1 medium onion, peeled, cut lengthwise into quarters and then crosswise into 1/8-inch slivers",,https://www.food.com/recipe/south-african-date-and-onion-salad-454995
South African Fridge Tart,6,375 ml sweetened condensed milk | 500 ml custard | 200 g tennis biscuits | 40 ml lemon juice,,https://www.food.com/recipe/south-african-fridge-tart-530524
South African Homemade Lemonade,6,"1 cup sugar, reduce to 3/4 cup if you'd prefer it less sweet | 1 cup water | 1 cup lemon juice, freshly squeezed | 1 handful raisins | cold water and ice, so that you can dilute to taste",,https://www.food.com/recipe/south-african-homemade-lemonade-456722
South African Inspired Potato Salad,8,"4 cups potatoes, diced and cooked | 1/2 cup carrot, fresh grated | 1/4 cup chives, fresh chopped | 1/4 cup tofu sour cream or 1/4 cup sour cream | 1/4 cup vegan mayonnaise or 1/4 cup Miracle Whip | 1/2 teaspoon sea salt | 1/2 teaspoon onion powder | 1/2 teaspoon seasoning salt | 1/8 teaspoon turmeric | 3 tomatoes, grape for garnish | 1/8 cup fresh parsley, fresh chopped for garnish",blend,https://www.food.com/recipe/south-african-inspired-potato-salad-307578
South African Koeksisters,4,"250 ml water (1 cup) | 625 ml white sugar (2 1/2 cups) | 12 1/2 ml lemon juice (2 1/2 tsp.) | 5 ml vanilla essence (1 tsp.) | 375 ml cake flour (1 1/2 cups) | 22 ml baking powder (4 1/2 tsp.) | 1 ml salt (1/4 tsp.) | 20 g butter or 20 g margarine | 150 ml milk (the vanilla soy milk gives added flavor, 5/8 cup) or 150 ml vanilla-flavored soymilk (the vanilla soy milk gives added flavor, 5/8 cup) | 750 ml canola oil (3 cups)","boil, fry",https://www.food.com/recipe/south-african-koeksisters-309851
South African Melktert (Milktart),2,"2 prepared graham cracker crusts | 1 liter milk | 1 1/4 cups cake flour | 1 cup white sugar | 1 teaspoon vanilla extract | 1 teaspoon almond extract | 1 pinch salt | 4 eggs, separated | 1 tablespoon margarine | 2 teaspoons cinnamon",boil,https://www.food.com/recipe/south-african-melktert-milktart-80049
South African Milktart With an Easy Shortcrust Base,2,"125 g butter | 100 g caster sugar | 1 egg | 275 g flour | 10 ml baking powder | 2 ml salt | 1 liter milk, plus | 125 ml milk | 3 eggs | 30 g flour | 25 g butter | 150 g sugar | 30 g cornflour | 5 ml vanilla essence | 2 ml salt | 10 ml ground cinnamon","bake, boil, microwave",https://www.food.com/recipe/south-african-milktart-with-an-easy-shortcrust-base-317470
South African Nestle's Fudge,24,1 (397 g) can condensed milk | 400 g sugar or 500 ml sugar | 25 ml golden syrup | 75 ml water | 60 g butter | 5 ml vanilla,boil,https://www.food.com/recipe/south-african-nestles-fudge-361940
South African - Roasted Eggplant Salad,2,"1 1/2 lbs eggplants | 1 bell pepper, red | 1/3 cucumber, English | 1/4 red onion, small | 1/2 garlic, clove, small | 3 tablespoons olive oil, extra virgin | 2 tablespoons lemon juice, fresh | 1/2 teaspoon salt | 1 teaspoon black pepper, freshly ground","broil, grill, roast",https://www.food.com/recipe/south-african-roasted-eggplant-salad-455998
South African Samp and Beans (Umngqusho),4,"2 cups samp (cracked hominy) | 3 cups sugar beans or 3 cups pinto beans | 1 onion | 2 -3 potatoes | 1 large tomatoes | 2 -3 tablespoons canola oil | salt, to taste | 1 -2 vegetable bouillon cube | 2 -3 teaspoons curry powder",,https://www.food.com/recipe/south-african-samp-and-beans-umngqusho-309678
South African Sausage (Boerewors),40,"2 kg well matured beef | 1 kg fatty pork (neck, shoulder, belly) | 45 ml whole coriander seeds | 5 ml whole cloves | 30 ml salt | 15 ml fresh ground black pepper | 2 ml grated nutmeg | 10 ml ground allspice | 10 ml brown sugar | 125 ml dry red wine or 125 ml dark vinegar | 90 g thick sausage casings, soaked in water","fry, roast",https://www.food.com/recipe/south-african-sausage-boerewors-50588
South African Seed Bread,2,"1 tablespoon granulated sugar | 2 1/2 cups warm water, divided | 1 tablespoon dry yeast (1 package) | 1/3 cup molasses | 1 tablespoon vegetable oil | 2 cups whole wheat flour | 1 cup rolled oats | 1/2 cup rye flour | 1/2 cup wheat bran | 1/4 cup wheat germ | 1/4 cup sunflower seeds | 1/4 cup sesame seeds | 1/4 cup poppy seed | 1/4 cup linseeds, crushed, ground or 1/4 cup seeds, mixed | 4 teaspoons kosher salt | 3 tablespoons seeds, any combination for topping",bake,https://www.food.com/recipe/south-african-seed-bread-353692
South African Spicy  Melon Salad,4,"1/4 cup extra virgin olive oil | 1 1/2 tablespoons fresh lemon juice | 1/2 teaspoon harissa (or other hot sauce) | 1/2 teaspoon serrano chili (seeded, chopped fine) | 1/2 teaspoon cumin (kamoun) | 1/2 teaspoon paprika (tahmira) | salt & freshly ground black pepper | 3 -4 cups watermelon (rine removed, chunked,chilled) | 1/2 red onion (sliced thin) | 2 tablespoons parsley (fresh-chopped) | 2 tablespoons mint (fresh- chopped) | 1/4 cup black olives (Moroccan olives, pitted-or other oil cured black olives, coarsely chopped) | 2 ounces feta cheese (crumbled about 1/2 c.) | 3 tablespoons almonds (slivered-optional)",,https://www.food.com/recipe/south-african-spicy-melon-salad-456080
South African Telephone Pudding,4,"1 cup superfine sugar or 1 cup caster sugar | 4 ounces butter | 2 tablespoons apricot jam, smooth | 1 large egg, largest size, beaten lightly | 1 teaspoon baking soda or 5 ml bicarbonate of soda | 1 cup milk | 1 1/2 cups flour | 1 teaspoon ginger | 1 teaspoon salt | 1 cup sugar | 2 cups water, boiling | 1 teaspoon vanilla","bake, boil",https://www.food.com/recipe/south-african-telephone-pudding-348551
South African Yellow Rice,6,2 tablespoons canola oil | 1 teaspoon fresh grated ginger | 1/2 teaspoon ground ginger | 2 tablespoons brown sugar | 1/2 tablespoon turmeric | 1/4 teaspoon cinnamon | 1/4 teaspoon curry powder | 2 cups white basmati rice | 3 1/2 cups low sodium vegetable broth or 3 1/2 cups water | 1 teaspoon salt | 1/2 cup raisins,"boil, simmer",https://www.food.com/recipe/south-african-yellow-rice-526371
Spice-Crusted Salmon With Couscous Salmon,2,3 teaspoons salt-free lemon pepper (Masterfood recommended) | 2 teaspoons coriander (dried leaves) | 1 teaspoon paprika (ground) | 2 (150 g) salmon fillets (boneless skinless) | cooking spray (olive oil spray stipulated) | 70 g couscous (1/2 cup) | 125 ml orange juice (1/2 cup freshly squeezed) | 1/4 cup coriander leaves (fresh roughly chopped) | 1 lebanese cucumber (finely chopped) | 1 tomatoes (large finely chopped) | 4 radishes (finely chopped) | 1 teaspoon lemon zest (finely grated) | 1 tablespoon lemon juice (freshly squeezed) | 1/2 teaspoon extra virgin olive oil | 1/2 teaspoon paprika (ground),grill,https://www.food.com/recipe/spice-crusted-salmon-with-couscous-salmon-474041
Spice-Rubbed Steak With Carrots and Couscous,3,"1/2 teaspoon ground allspice | 1/2 teaspoon ground cumin | 1/2 teaspoon fresh ground black pepper, plus more | 1/2 teaspoon caraway seed, lightly crushed | 1/4 teaspoon paprika | 1/4 teaspoon sea salt, plus more | 12 ounces kansas city steaks (or other lean, thin steaks, 12 oz total) | 1 1/2 tablespoons olive oil, divided, plus more for drizzling | 1 cup peeled baby carrots, cut into 1/4-inch rounds | 3/4 cup chicken broth or 3/4 cup vegetable broth | 1/3 cup dry couscous | 1 tablespoon fresh lemon juice | 1 teaspoon finely grated lemon peel | 2 tablespoons chopped cilantro leaves","simmer, steam",https://www.food.com/recipe/spice-rubbed-steak-with-carrots-and-couscous-519947
Spiced Couscous,4,2 cups chicken stock | 1/3 cup currants | 1/2 teaspoon salt | 1/8 teaspoon allspice | 1 cup quick-cooking couscous,boil,https://www.food.com/recipe/spiced-couscous-60838
Spiced Couscous With Raisins and Almonds,4,"2 cups hot water | 3/4 cup raisins | 4 tablespoons butter, divided | 3 tablespoons dry white wine | 1/2 teaspoon saffron thread | 1 cup couscous | 1 medium onions or 1 1/2 cups onions, chopped | 3/4 cup sliced almonds, toasted | 2 teaspoons ground cinnamon",boil,https://www.food.com/recipe/spiced-couscous-with-raisins-and-almonds-505429
Spiced Shakshuka With Goat Cheese Polenta #Ragu,6,"15 ounces garbanzo beans, drained, rinsed and patted dry | 1 tablespoon extra virgin olive oil | 1 3/4 teaspoons fine sea salt, divided use | 5 cups water | 1 cup fine cornmeal | 1 1/2 teaspoons fine sea salt | 3 ounces goat cheese | 2 tablespoons butter | 45 ounces Ragú® Pasta Sauce, old world style traditional sauce | 1/2 teaspoon smoked paprika | 1/2 teaspoon red pepper flakes | 6 eggs | 2 tablespoons fresh cilantro or 2 tablespoons fresh parsley leaves","boil, poach, roast, simmer, smoke",https://www.food.com/recipe/spiced-shakshuka-with-goat-cheese-polenta-ragu-524677
Spiced Vegetable Couscous,4,"1/2 cup canned chick-peas, rinsed | 1/2 cup finely chopped carrot | 1/2 cup finely chopped zucchini | 1/2 cup chopped green onion | 2 tablespoons olive oil | 1 1/2 cups vegetable stock or 1 1/2 cups water | 2 tablespoons chopped parsley | 1 teaspoon paprika | 1/4 teaspoon chili flakes | salt | 1 cup couscous | 1/2 cup raisins",boil,https://www.food.com/recipe/spiced-vegetable-couscous-420635
