recipe_id,ingredients_text
1055,"2 tablespoons extra virgin olive oil 1 medium onion, finely diced 2 teaspoons ground turmeric 1 lb beef stew meat (such as chuck) or 1 lb lamb stew meat, trimmed and cut into 1/2 thick cubes (shoulder or leg) 6 cups reduced-sodium beef broth or 6 cups water 1 (14 ounce) can diced tomatoes 2 small turnips, peeled and diced 2 carrots, diced 2 stalks celery, leaves included, thinly sliced 1 pinch saffron thread 12 sprigs flat leaf parsley, plus more leaves for garnish 8 sprigs fresh cilantro, plus more leaves for garnish 1 large zucchini, peeled and cut into 1/4-inch dice 2 ounces angel hair pasta (capellini, broken into small pieces, about 1/2 cup) or 2 ounces orzo pasta, preferably whole-wheat 1 -2 teaspoon kosher sea salt 1/2 teaspoon fresh ground pepper"
1056,"2 tablespoons olive oil 1 onion, chopped 2 cloves of crushed garlic 1 large carrot, diced 1 large red pepper, chopped 2 stalks celery, chopped 1 teaspoon ground ginger 1/2 teaspoon ground cinnamon 1 teaspoon ground cumin 1/2 teaspoon dried oregano 1/2 teaspoon ground cayenne pepper, to taste 1/2 teaspoon ground turmeric 1 -1 1/2 cup vegetable stock 1 cup chopped tomato, canned or fresh 2 cups cooked chickpeas 1 medium chopped zucchini 1/2 cup stoned black olives lemon juice, approx 1 tablespoon salt 1 ounce sliced almonds (optional)"
1057,"1 onion, chopped 2 tablespoons olive oil 1 tomatoes, chopped 1 teaspoon garlic, minced 2 teaspoons turmeric 1/2 teaspoon ground cumin 1 teaspoon salt 1 teaspoon pepper 1 tablespoon parsley, minced 1 tablespoon cilantro, minced 1/2 tablespoon tomato paste 1 cup water 15 ounces navy beans, drained"
1058,"1 teaspoon saffron thread 1 tablespoon warm water 1 tablespoon kosher salt 1/2 teaspoon fresh ground black pepper 1/2 teaspoon ground cumin 1/4 teaspoon ground cardamom 1 (3 1/2-4 lb) roasting chickens, cut into 8 pieces 2 tablespoons olive oil 2 sticks cinnamon 2 bay leaves 1 yellow onion, thinly sliced 1 tablespoon garlic, minced 2 cups chicken stock 1/2 cup golden raisin 1/3 cup rough chopped preserved lemon 1/4 cup rough chopped green olives 1/4 cup toasted slivered almonds 1/4 cup chopped of fresh mint"
1059,"1/2 cup flour 3 tablespoons sweet paprika 2 teaspoons salt (optional) 1/2 teaspoon black pepper 3 -3 1/2 lbs chicken, cut into 8 serving pieces 2 -3 tablespoons olive oil 1 yams or 1 sweet potato, peeled and cut into 1-inch pieces 1 onion, thinly sliced 2 garlic cloves, minced 1 bay leaf 1 tablespoon ground cumin 1 tablespoon ground cardamom 1 teaspoon ground cinnamon generous pinch saffron thread 1/2 cup raisins 1/2 cup chopped dried apricot 3 cups chicken broth 1 cup couscous 1/4 cup minced of fresh mint"
1060,1/4 cup butter 1 cup chicken broth 3/4 cup couscous 1/2 cup pine nuts 1 tablespoon olive oil 10 ounces green beans (preferably the flat or wide italian beans)
1061,2 cups flour 1 cup semolina 3/4 cup oil 3 tablespoons butter 1 tablespoon salt 1 tablespoon sugar 1 teaspoon dry yeast 1 -2 cup warm water (depending on the quality of absorption of your flour)
1062,"2 tablespoons olive oil 1 lb fresh mushrooms, sliced 1 small onion, thinly sliced 1 garlic clove, minced 1 cup beef broth 1/2-3/4 teaspoon cumin 1/4 teaspoon ground coriander 1/4 teaspoon turmeric 1/8 teaspoon saffron thread salt & pepper, to taste 3/4 cup instant couscous, uncooked"
1063,"3/4 cup chicken broth 1 cup couscous, uncooked 2 tablespoons olive oil 15 ounces artichoke hearts, chopped coarsely 10 ounces canned diced tomatoes 3 green chilies, chopped 1/2 cup feta cheese, crumbled (or another) 1/4 cup pine nuts, toasted (or other nuts) 1/4 cup olive (kalamata nice) 2 green onions, chopped 1 teaspoon garlic, chopped 2 tablespoons basil, fresh chopped 2 tablespoons mint, fresh chopped 2 tablespoons parsley, fresh chopped romaine lettuce or baby spinach leaves"
1064,1 (2 lb) new york strip steaks 3 tablespoons olive oil salt ground black pepper 6 chicken bouillon cubes 6 tomatoes 2 red peppers 2 onions 2 garlic cloves
1065,1 bulb onion 2 cups beans 3 tomatoes 5 habanero peppers 1/2 cup peanut oil 1 teaspoon seasoning 1 teaspoon salt 1/2 cup palm oil
1066,"4 ripe papayas or 4 mangoes, peeled, seeded and cut into bite-size pieces 2 red apples, cored and chopped 2 ripe bananas, peeled and sliced 1 (16 ounce) can pineapple tidbits, well-drained 1 cup fresh orange juice 1 tablespoon granulated sugar 1/2 teaspoon ground cinnamon 1/3 cup sweetened flaked coconut"
1067,"1 lb pea beans, soaked in water to cover overnight (any white beans will do) 1 tablespoon salt 1/2 lb fresh tomato, cut in 1/4 inch cubes 1/2 lb yellow onion, finely chopped 1 lb cooked shrimp, in 1/2 inch pieces 1 tablespoon salt 1/4 teaspoon black pepper 1/4 teaspoon cayenne pepper 6 large eggs, beaten lightly 1/2 cup peanut oil"
1068,"4 cups chicken broth 1 jalapeno pepper, seeded and minced 1/2 cup green bell pepper, chopped 1/2 cup onion, chopped 1/2 cup crunchy peanut butter"
1070,"1/4 teaspoon pepper, ground 1/4 teaspoon clove, ground 1/4 teaspoon cinnamon, ground 1/2 teaspoon coriander seed, ground 1/2 teaspoon cumin, ground 1/4 teaspoon nutmeg, ground 1/2 teaspoon ginger, ground 3/4 teaspoon fennel seed, ground"
1071,"1 tablespoon white rice 2 cups whole milk (i'll try 1%) 1 teaspoon sugar, more to taste (i'll try splenda) 1/8 teaspoon ground cinnamon 1/8 teaspoon ground nutmeg 1/8 teaspoon orange zest or 1/8 teaspoon lemon zest"
1073,"1 lb unsalted butter 1/2 onion, chopped 2 -3 garlic cloves, crushed 1 inch gingerroot, cut into 1/4-inch slices 3 -4 cardamom pods 1 cinnamon stick 3 -4 whole cloves 1 teaspoon fenugreek seeds 1/2 teaspoon turmeric"
1074,"1 1/2 cups bulgur wheat 1 1/4 cups boiling water 4 tablespoons olive oil 3 tablespoons lemon juice 1/2 teaspoon garlic powder salt & pepper 2 tablespoons of fresh mint, chopped 3 tablespoons fresh cilantro, chopped 1 red bell pepper 1 bunch scallion, chopped 1/2 cucumber, chopped 1/3 cup black olives, pitted & sliced 2 cups feta cheese, crumbled lime wedge, to serve"
1075,"6 finger eggplants (about 4 in long) 1/2 cup coarse bulgar wheat 1 1/2 cups boiling water, salted 3 tablespoons olive oil, divided 1 small yellow onion 6 garlic cloves 1 (16 ounce) can diced tomatoes (400g) 2 teaspoons honey 1/2 teaspoon cumin 1/2 teaspoon cinnamon 1/4 teaspoon ground allspice 1/4 teaspoon red pepper flakes 1/2 cup pine nuts 1 small bunch of fresh mint (1/2 cup chopped) handful fresh parsley (1/2 cup chopped) 1/2 lemon, juice only salt and pepper"
1076,"2 tablespoons seasoning, mix north african (see my posted recipe) 1/4 cup lemon juice 1/4 cup olive oil 2 garlic cloves, chopped 1 lb chicken, your choice"
1077,"2 cups water 1 1/2 cups uncooked couscous 1/2 cup golden raisin 1/2 cup thawed orange juice concentrate, undiluted 1/3 cup lemon juice 2 tablespoons water 2 tablespoons olive oil 2 teaspoons ground cumin 1/2 teaspoon salt 1/4 teaspoon black pepper 3 cups chopped chopped ready-to-eat roasted boneless skinless chicken breasts (about 3 breasts) 2 cups chopped peeled cucumbers 1 cup chopped red bell pepper 1/4 cup thinly sliced green onion 1/2 cup chopped fresh cilantro sliced green onion (optional)"
1078,"1/2 teaspoon salt 1/2 teaspoon sweet paprika 1 teaspoon ground cumin 3/4 teaspoon black pepper 3/4 teaspoon ground coriander 1/2 teaspoon cayenne 1/2 teaspoon ground ginger 1/4 teaspoon turmeric 1 teaspoon ground cinnamon 1 teaspoon garlic clove, finely minced 1/2 lemon, zest of, minced"
1079,"2 teaspoons ground cumin 2 teaspoons ground coriander 1 teaspoon dried oregano 1/2 teaspoon ground ginger 1/2 teaspoon salt 1/4 teaspoon ground cinnamon 1/4 teaspoon black pepper 1 dash clove 4 ears corn, with husks 2 teaspoons butter, melted"
1080,"1 cup onion, finely chopped 1 1/2 tablespoons fresh ginger, finely chopped 1 tablespoon minced garlic 1/2 cup olive oil 6 tablespoons fresh lemon juice 2 tablespoons soy sauce 1 tablespoon dry sherry 1/4 cup chopped fresh cilantro 1 tablespoon chili powder 1 tablespoon ground cumin 1 teaspoon turmeric 1 teaspoon dried marjoram 1/4 teaspoon saffron (optional) 2 teaspoons harissa (optional) or 2 teaspoons hot sauce (optional) 2 teaspoons salt 1 teaspoon fresh ground black pepper 2 flank steaks (1 - 1 1/4 lbs each)"
1081,"2 tablespoons olive oil 1 1/2 cups finely diced onions 3 garlic cloves, minced 2 tablespoons tomato paste 1 inch piece cinnamon stick 1 large pinch saffron, crumbled salt and pepper 3 cups vegetable broth or 3 cups water 1 1/2 cups cubed day-old firm white bread 1 cup milk 1 lb ground beef or 1 lb ground lamb 1 large egg, beaten 1 teaspoon salt 1/4 teaspoon black pepper 4 garlic cloves, minced 1/8 teaspoon grated nutmeg 1 teaspoon ground ginger 1 teaspoon turmeric 2 teaspoons paprika 1/4 teaspoon cayenne 1/4 teaspoon ground cloves 1/4 teaspoon ground coriander 1/2 teaspoon ground cumin 3 tablespoons chopped parsley 3 tablespoons chopped cilantro 3 tablespoons finely chopped scallions all-purpose flour, for dusting olive oil or vegetable oil 1 cup giant couscous or 1 cup medium couscous 2 tablespoons butter 1/2 cup golden raisin, soaked in hot water to soften, then drained salt 1/4 teaspoon ground cinnamon"
1082,"4 oranges (peeled, deseeded, cut into bite sized pieces) 1/2 cup pomegranate seeds 1 tablespoon orange zest 1/2 cup almonds (chopped) 1/4 cup pistachios (chopped) 3 tablespoons honey 1 tablespoon water cinnamon (to taste)"
1083,"2 tablespoons olive oil 1 large onion, chopped 2 tablespoons paprika water 2 carrots, peeled and diced 2 garlic cloves, minced 2 tablespoons tomato paste 1 (14 ounce) can diced tomatoes, undrained 1/4 cup fresh cilantro, chopped (or use italian parsley) 1 teaspoon turmeric 1 teaspoon ground cinnamon 1 large potato, peeled and diced 1 (15 3/4 ounce) can garbanzo beans, drained 2 tablespoons lemon juice salt, to taste black pepper, to taste cilantro leaf, to garnish (or parsley)"
1084,1 tablespoon ground cumin 1 tablespoon kosher salt 1 1/2 teaspoons ground cinnamon 1 1/2 teaspoons ground allspice 1 teaspoon fresh ground black pepper 1 teaspoon ground turmeric 1 pinch cayenne powder 4 boneless skinless chicken breasts canola oil
1085,"2 cups cooked chicken breasts, cut into bite size pieces 1/16 teaspoon ground cinnamon 1 pinch ground cloves 1/16 teaspoon cayenne pepper or 1/16 teaspoon berbere 1 tablespoon olive oil 1/4 cup orange juice 1/4 cup raisins 1 teaspoon red wine vinegar couscous or rice, for serving"
1087,"1 lb okra, stem ends trimmed, cut into 1/2-inch pieces (fresh or frozen) 10 sprigs fresh cilantro, plus more leaves for garnish 2 tablespoons extra virgin olive oil 1 red bell pepper, finely diced 1 medium onion, finely diced 3 garlic cloves, minced 1/2 teaspoon ground ginger 1/2 teaspoon fresh ground pepper 3 plum tomatoes, diced or 1 cup drained canned diced tomato 1/2 cup vegetable broth or 1/2 cup reduced-sodium chicken broth 3/4 teaspoon ground cumin 1 (15 ounce) can chickpeas, rinsed 3/4 teaspoon salt 1 teaspoon chili-garlic sauce or 1 teaspoon hot sauce (or to taste)"
1088,3/4 cup water 1/4 cup orange juice 1/2 cup dry couscous 1 teaspoon orange zest 1 tablespoon honey 1 tablespoon frozen apple juice concentrate 1 dash cinnamon
1089,"3/4 cup israeli couscous 1 3/4 cups chicken or 1 3/4 cups vegetable broth 1 cup snow peas, trimmed 6 small green onions, thinly sliced 2 tablespoons slivered almonds 1 orange, peel and white pith removed, sliced into 1/2 inch pieces salt and pepper 1 orange, juice and zest of 1 tablespoon seasoned rice wine vinegar (or white wine vinegar) 3 tablespoons olive oil salt and pepper"
1090,"1 tablespoon oil 1 cup almonds, coarsely chopped 1 onion, chopped 1/2 green pepper, chopped 2 cups orange juice 2 cinnamon sticks 5 cloves, whole 1/4 teaspoon turmeric 1/4 teaspoon ground red pepper 1/4 teaspoon salt 1/4 teaspoon pepper 2 cups couscous 1/4 cup raisins 1/2 cup green onion, chopped"
1091,"1 (11 ounce) can mandarin oranges, liquid reserved 2 1/4 cups orange juice 1 1/2 teaspoons ground cumin 1 (10 ounce) box couscous 3 tablespoons olive oil 1 tablespoon reduced sodium soy sauce 3 tablespoons lime juice, fresh 1/4 cup cilantro, freshly chopped 2 tablespoons basil, freshly chopped 3 tablespoons green onions, freshly chopped 1 1/2 teaspoons ginger, freshly chopped 1 (15 1/4 ounce) can pineapple tidbits, drained 1/3 cup pine nuts, toasted"
1092,"2 cups water 5 -6 tablespoons orange juice 1 tablespoon olive oil 1 teaspoon orange zest, grated 1 (10 ounce) box couscous"
1093,"2 cups orange juice 1 orange, peeled and broken into wedges (seedless) 1 cup plain yogurt (or vanilla flavored) 2 tablespoons powdered milk (optional) sugar (optional) 7 -8 ice cubes"
1094,"2 carrots, medium, finely chopped 2 celery ribs, finely chopped 1 brown onion, large, finely chopped cooking spray 2 garlic cloves, crushed 8 veal bones, osso buco 1/2 cup plain flour 1/3 cup tomato paste 800 g canned tomatoes, diced 2 cups beef stock 2 bay leaves 3 cups couscous, prepared, strips of lemon zest and oregano leaves to serve"
1095,"4 organic carrots, peeled and shredded 1/4 cup dried dates 2 tablespoons olive oil 1 large lemon, juice of 2 tablespoons chopped fresh cilantro 1 teaspoon paprika coriander (to garnish)"
1096,"3 cups semolina 3/4 cup sugar 3/4 cup melted butter, unsalted 1 1/2 tea spoon baking powder 1 cup yoghurt 1/2 cup almonds 1 table spoon tahini 3 cups sugar 2 cups water 1/2 lemon, juice of"
1097,"1 red chile, seeds removed, finely chopped 1 teaspoon dried chili pepper flakes 2 garlic cloves, crushed 1 lemon, juice of 2 teaspoons ground cinnamon 3 teaspoons ground cumin 4 tablespoons sultanas 4 tablespoons pine nuts 40 ml olive oil 800 g chicken fillets, cut into thin strips 1 orange, halved, sliced 4 tablespoons freshly chopped mint"
1098,"2 (150 g) sea bass fillets, de-scaled and cleaned, skin on 50 g ripped cherry tomatoes, chopped into small pieces 1 tablespoon capers, chopped 2 tablespoons chopped olives 1 bunch fresh basil leaf, chopped 1 tablespoon olive oil 1 teaspoon balsamic vinegar 1/2 lime, freshly squeeze lime juice 1/2 lime, for garnish sea salt grounded black pepper 200 g couscous 400 ml chicken stock"
1099,"5 skinless chicken thigh fillets 25 g butter or 25 g margarine 1 tablespoon honey sea salt ground pepper 1 teaspoon paprika 1 lime, juices only freshly squeezed 1/2 lime wedge, to serve 150 g couscous 100 ml hot vegetable stock 1 tablespoon almond halve 1 handful chopped fresh coriander (large handful) 1 red chili, de-seeded and cut into strips, to serve"
1100,"1/2 cup chopped shallot 2 garlic cloves, minced 1 tablespoon oil 1/2 teaspoon ground cumin 1 cup vegetable stock 1 cup frozen baby sweet peas 1/2 cup diced tomato, seeds removed 3/4 cup couscous, uncooked salt and pepper, to taste"
1101,1/2 lb peanut butter 1 1/2 pints vegetable stock 1/2 pint milk 2 teaspoons nutmeg (preferably freshly ground) 2 teaspoons of hot curry powder 1 teaspoon fresh ground black pepper
1102,"2 tablespoons peanut oil or 2 tablespoons vegetable oil 2 large onions, diced 2 large bell peppers, 1 red and 1 green, diced into 1/2-inch chunks 2 teaspoons ginger, chopped 2 sweet potatoes, peeled and cut into 1-inch chunks 3 large garlic cloves, finely chopped salt & freshly ground black pepper 1/4 teaspoon cayenne pepper or 1/4 teaspoon red pepper flakes, approx 2 cups crushed tomatoes 5 cups chicken stock or 5 cups vegetable stock 3/4 cup peanut butter 6 ounces soft tofu 2 cups cooked rice 1 cup scallion, sliced, including the firm greens"
1103,"1 tablespoon vegetable oil 1 lb boneless beef roast, in 3/4 inch chunks 1/2 teaspoon salt 1/8 teaspoon pepper 2 1/4 cups beef stock 1 1/2 teaspoons cinnamon 8 ounces white pearl onions, peeled 8 ounces butternut squash or 8 ounces sweet potatoes, in 1/2 inch cubes 3 tablespoons vinegar 1 tablespoon honey 1 cup pitted prune 3/4 cup couscous (or quick cooking brown rice)"
1104,"4 large boneless skinless chicken breasts or 4 large chicken thighs, would be best for flavour 1 red pepper, thinly sliced 1 yellow pepper, thinly sliced red onion, finely chopped 4 garlic cloves 1 -2 fresh red chili pepper (if not available, can replace with 1 tbsp red chilli flakes) 1 tablespoon sweet paprika 1 lemon, juice and zest of 1/2 cup white wine 1 tablespoon worcestershire sauce fresh basil salt fresh ground black pepper extra virgin olive oil"
1105,"6 small red chilies, chopped 2 garlic cloves, chopped 1 lemon, juice of 1 pinch salt 3 1/2 ounces extra virgin olive oil"
1107,"14 red chilies, chopped, i used a mix of finger chilies and habaneros and left the seeds in (fresh or dried, soak dried ones in water for 2 hours, then drain) 10 garlic cloves, chopped 1/2 cup chopped cilantro 1/4 cup lemon balm 1/4 cup minced fish mint (optional) 1 lemon, zest of 2 tablespoons lemon juice 3 tablespoons white vinegar 1/3 cup olive oil (nothing too flavourful) 1 teaspoon sea salt"
1108,"1/4 cup pistachios, shelled 2 1/2 cups low sodium chicken broth (or use vegetable broth) 1/2 teaspoon salt 1 (10 ounce) box couscous 1/8-1/4 cup fresh mint leaves, chopped 2 tablespoons olive oil 1 teaspoon fresh lemon juice ground pepper, to taste"
1109,"1 rack of lamb 2 teaspoons ras el hanout spice mix 2 teaspoons spanish smoked paprika (pimenton) 1 tablespoon extra virgin olive oil 1 tablespoon pomegranate molasses 1/2 cup pistachio nut 1/4 cup breadcrumbs 1/2 onion, chopped 1 tablespoon butter 1/2 cup israeli couscous 1 cup chicken stock 1/3 cup mint leaf 1/3 cup cilantro leaf 1/3 cup flat leaf parsley 1/4 cup pomegranate seeds 1/2 preserved lemons or 1 lemon, zest of 10 dried apricots"
1110,2 eggs 2 teaspoons vinegar 2 teaspoons harissa 1 tablespoon olive oil sea salt (to taste)
1111,"1 cup aloha shoyu soy sauce 1/2 cup sugar 1 ounce kahlua 1/2 cup pineapple juice 1 tablespoon gingerroot, freshly grated 3 garlic cloves, grated 8 lbs pork ribs"
1112,"4 lbs chicken, pieces 3/4 teaspoon salt 3/4 teaspoon pepper 1/4 cup vegetable oil 1 onion, chopped 4 garlic cloves, chopped 2 tablespoons hot red pepper, seeded and minced 3 tablespoons tomato paste 2 tablespoons paprika 1/2 teaspoon ground ginger 1 cup coconut milk 3 tablespoons peanut butter 1/4 cup fresh coriander (or parsley)"
